iteration,dataset,algorithm,support,time,memory
4,Kosarak,My Eclat,0.7,2.773743152618408,389.14453125
4,Kosarak,My Eclat,0.8,2.7040822505950928,143.79296875
4,Kosarak,My Eclat,0.9,2.7309296131134033,143.421875
4,Kosarak,My Postdiffset,0.1,2.8398232460021973,159.890625
4,Kosarak,My Postdiffset,0.2,2.7965855598449707,159.38671875
4,Kosarak,My Postdiffset,0.3,2.7906501293182373,159.38671875
4,Kosarak,My Postdiffset,0.4,2.7331461906433105,151.38671875
4,Kosarak,My Postdiffset,0.5,2.7559289932250977,379.90234375
4,Kosarak,My Postdiffset,0.6,2.701003074645996,143.73046875
4,Kosarak,My Postdiffset,0.7,2.714689254760742,143.359375
4,Kosarak,My Postdiffset,0.8,2.7015299797058105,143.3828125
4,Kosarak,My Postdiffset,0.9,2.7018401622772217,143.3828125
4,Kosarak,My Adv. Eclat,0.1,5.7125773429870605,4650.66796875
4,Kosarak,My Adv. Eclat,0.2,5.704206466674805,4871.2578125
4,Kosarak,My Adv. Eclat,0.3,5.837007999420166,4871.28515625
4,Kosarak,My Adv. Eclat,0.4,6.05108380317688,4870.8125
4,Kosarak,My Adv. Eclat,0.5,5.847615003585815,4871.625
4,Kosarak,My Adv. Eclat,0.6,5.782388210296631,4871.64453125
4,Kosarak,My Adv. Eclat,0.7,5.792068719863892,4871.515625
4,Kosarak,My Adv. Eclat,0.8,5.830903768539429,4871.34375
4,Kosarak,My Adv. Eclat,0.9,5.767886400222778,4871.61328125
4,Kosarak,FIM Apriori,0.1,0.9209365844726562,60.41015625
4,Kosarak,FIM Apriori,0.2,0.8872048854827881,1.796875
4,Kosarak,FIM Apriori,0.3,0.89046311378479,0.41015625
4,Kosarak,FIM Apriori,0.4,0.846010684967041,0.28125
4,Kosarak,FIM Apriori,0.5,0.772179126739502,0.171875
4,Kosarak,FIM Apriori,0.6,0.7846338748931885,0.05859375
4,Kosarak,FIM Apriori,0.7,0.6996572017669678,0.109375
4,Kosarak,FIM Apriori,0.8,0.6701843738555908,0.2890625
4,Kosarak,FIM Apriori,0.9,0.6616103649139404,0.26171875
4,Kosarak,FIM Eclat,0.1,0.9378697872161865,0.03125
4,Kosarak,FIM Eclat,0.2,0.8934457302093506,0.05859375
4,Kosarak,FIM Eclat,0.3,0.8920993804931641,0.1328125
4,Kosarak,FIM Eclat,0.4,0.8291516304016113,0.0234375
4,Kosarak,FIM Eclat,0.5,0.7565336227416992,0.0625
4,Kosarak,FIM Eclat,0.6,0.758469820022583,0.046875
4,Kosarak,FIM Eclat,0.7,0.6610968112945557,0.03515625
4,Kosarak,FIM Eclat,0.8,0.6644845008850098,0.0234375
4,Kosarak,FIM Eclat,0.9,0.6587271690368652,0.0234375
4,Chess,My Eclat,0.7,3.407231092453003,41.6015625
4,Chess,My Eclat,0.8,0.6061263084411621,15.29296875
4,Chess,My Eclat,0.9,0.06568646430969238,0.0234375
4,Chess,My Postdiffset,0.7,0.8386566638946533,310.11328125
4,Chess,My Postdiffset,0.8,0.08491134643554688,3.421875
4,Chess,My Postdiffset,0.9,0.02830195426940918,0.0234375
4,Chess,My Adv. Eclat,0.7,0.09844684600830078,21.03515625
4,Chess,My Adv. Eclat,0.8,0.0335693359375,0.03125
4,Chess,My Adv. Eclat,0.9,0.010972738265991211,0.0234375
4,Chess,FIM Apriori,0.7,0.07423567771911621,3.3984375
4,Chess,FIM Apriori,0.8,0.024118900299072266,0.03125
4,Chess,FIM Apriori,0.9,0.004186391830444336,0.0234375
4,Chess,FIM Eclat,0.7,0.02677130699157715,1.1015625
4,Chess,FIM Eclat,0.8,0.018910884857177734,0.04296875
4,Chess,FIM Eclat,0.9,0.0040743350982666016,0.0234375
4,Mushrooms,My Eclat,0.7,0.03761577606201172,9.46875
4,Mushrooms,My Eclat,0.8,0.035425424575805664,0.0234375
4,Mushrooms,My Eclat,0.9,0.03203129768371582,0.0234375
4,Mushrooms,My Postdiffset,0.7,0.03242063522338867,0.0234375
4,Mushrooms,My Postdiffset,0.8,0.032683610916137695,0.0234375
4,Mushrooms,My Postdiffset,0.9,0.03237581253051758,0.0234375
4,Mushrooms,My Adv. Eclat,0.7,0.01972174644470215,0.0234375
4,Mushrooms,My Adv. Eclat,0.8,0.019784212112426758,0.0234375
4,Mushrooms,My Adv. Eclat,0.9,0.018212556838989258,0.0234375
4,Mushrooms,FIM Apriori,0.7,0.006858348846435547,0.0234375
4,Mushrooms,FIM Apriori,0.8,0.006941556930541992,0.0234375
4,Mushrooms,FIM Apriori,0.9,0.008207559585571289,0.0234375
4,Mushrooms,FIM Eclat,0.7,0.007340192794799805,0.0234375
4,Mushrooms,FIM Eclat,0.8,0.00671839714050293,0.0234375
4,Mushrooms,FIM Eclat,0.9,0.007170200347900391,0.01953125
5,Retail,My Eclat,0.1,0.310854434967041,31.83203125
5,Retail,My Eclat,0.2,0.3256051540374756,9.08984375
5,Retail,My Eclat,0.3,0.29317331314086914,9.17578125
5,Retail,My Eclat,0.4,0.2965970039367676,9.328125
5,Retail,My Eclat,0.5,0.29354405403137207,8.8828125
5,Retail,My Eclat,0.6,0.2849874496459961,9.08984375
5,Retail,My Eclat,0.7,0.3129086494445801,8.90234375
5,Retail,My Eclat,0.8,0.3007218837738037,36.4296875
5,Retail,My Eclat,0.9,0.2999591827392578,41.0078125
5,Retail,My Postdiffset,0.1,0.2924168109893799,9.2734375
5,Retail,My Postdiffset,0.2,0.29065608978271484,9.0
5,Retail,My Postdiffset,0.3,0.29047489166259766,8.8828125
5,Retail,My Postdiffset,0.4,0.28945207595825195,8.890625
5,Retail,My Postdiffset,0.5,0.29617929458618164,8.9765625
5,Retail,My Postdiffset,0.6,0.29924893379211426,9.03125
5,Retail,My Postdiffset,0.7,0.29894185066223145,8.88671875
5,Retail,My Postdiffset,0.8,0.28347206115722656,8.9375
5,Retail,My Postdiffset,0.9,0.28390932083129883,9.015625
5,Retail,My Adv. Eclat,0.1,0.2769756317138672,152.96875
5,Retail,My Adv. Eclat,0.2,0.24141836166381836,0.33984375
5,Retail,My Adv. Eclat,0.3,0.24197816848754883,0.02734375
5,Retail,My Adv. Eclat,0.4,0.2422478199005127,0.02734375
5,Retail,My Adv. Eclat,0.5,0.24162650108337402,0.02734375
5,Retail,My Adv. Eclat,0.6,0.2501060962677002,0.02734375
5,Retail,My Adv. Eclat,0.7,0.24127602577209473,0.02734375
5,Retail,My Adv. Eclat,0.8,0.24617767333984375,0.02734375
5,Retail,My Adv. Eclat,0.9,0.2398221492767334,0.02734375
5,Retail,FIM Apriori,0.1,0.07795214653015137,1.75
5,Retail,FIM Apriori,0.2,0.07780718803405762,0.0546875
5,Retail,FIM Apriori,0.3,0.07556724548339844,0.03515625
5,Retail,FIM Apriori,0.4,0.07534027099609375,0.0234375
5,Retail,FIM Apriori,0.5,0.07395577430725098,0.03515625
5,Retail,FIM Apriori,0.6,0.07359004020690918,0.03125
5,Retail,FIM Apriori,0.7,0.07233142852783203,0.078125
5,Retail,FIM Apriori,0.8,0.07286429405212402,0.03515625
5,Retail,FIM Apriori,0.9,0.0725247859954834,0.0234375
5,Retail,FIM Eclat,0.1,0.07959151268005371,0.05859375
5,Retail,FIM Eclat,0.2,0.07716560363769531,0.0234375
5,Retail,FIM Eclat,0.3,0.07648539543151855,0.17578125
5,Retail,FIM Eclat,0.4,0.07648062705993652,0.0234375
5,Retail,FIM Eclat,0.5,0.07538127899169922,0.0234375
5,Retail,FIM Eclat,0.6,0.07336902618408203,0.0234375
5,Retail,FIM Eclat,0.7,0.07233786582946777,0.0234375
5,Retail,FIM Eclat,0.8,0.07371664047241211,0.0234375
5,Retail,FIM Eclat,0.9,0.07305431365966797,0.0234375
5,Kosarak,My Eclat,0.1,2.880425214767456,427.80078125
5,Kosarak,My Eclat,0.2,2.757016897201538,158.36328125
5,Kosarak,My Eclat,0.3,2.761396646499634,157.84375
5,Kosarak,My Eclat,0.4,2.715750217437744,149.8359375
5,Kosarak,My Eclat,0.5,2.696561574935913,141.48046875
5,Kosarak,My Eclat,0.6,2.7620341777801514,381.18359375
5,Kosarak,My Eclat,0.7,2.7222912311553955,141.93359375
5,Kosarak,My Eclat,0.8,2.762042999267578,141.69921875
5,Kosarak,My Eclat,0.9,2.7874703407287598,141.35546875
5,Kosarak,My Postdiffset,0.1,2.9332621097564697,161.9375
5,Kosarak,My Postdiffset,0.2,2.758470058441162,157.390625
5,Kosarak,My Postdiffset,0.3,2.775578260421753,157.39453125
5,Kosarak,My Postdiffset,0.4,2.724249839782715,149.39453125
5,Kosarak,My Postdiffset,0.5,2.751230478286743,141.3125
5,Kosarak,My Postdiffset,0.6,2.710073709487915,141.23828125
5,Kosarak,My Postdiffset,0.7,2.7024784088134766,141.3828125
5,Kosarak,My Postdiffset,0.8,2.725423812866211,141.3203125
5,Kosarak,My Postdiffset,0.9,2.7133400440216064,141.3828125
5,Kosarak,My Adv. Eclat,0.1,5.78536581993103,4650.1796875
5,Kosarak,My Adv. Eclat,0.2,5.902304410934448,4871.66796875
5,Kosarak,My Adv. Eclat,0.3,5.816721677780151,4871.63671875
5,Kosarak,My Adv. Eclat,0.4,5.768129825592041,4871.61328125
5,Kosarak,My Adv. Eclat,0.5,5.8808753490448,4871.62109375
5,Kosarak,My Adv. Eclat,0.6,5.796555280685425,4871.6171875
5,Kosarak,My Adv. Eclat,0.7,5.8404881954193115,4870.875
5,Kosarak,My Adv. Eclat,0.8,5.922550916671753,4871.015625
5,Kosarak,My Adv. Eclat,0.9,5.82766580581665,4871.6171875
5,Kosarak,FIM Apriori,0.1,0.9265961647033691,60.91015625
5,Kosarak,FIM Apriori,0.2,0.9019956588745117,1.97265625
5,Kosarak,FIM Apriori,0.3,0.8878986835479736,0.35546875
5,Kosarak,FIM Apriori,0.4,0.8349435329437256,0.4609375
5,Kosarak,FIM Apriori,0.5,0.7648632526397705,0.140625
5,Kosarak,FIM Apriori,0.6,0.7484180927276611,0.2578125
5,Kosarak,FIM Apriori,0.7,0.6624588966369629,0.078125
5,Kosarak,FIM Apriori,0.8,0.6622281074523926,0.41015625
5,Kosarak,FIM Apriori,0.9,0.6802084445953369,0.12109375
5,Kosarak,FIM Eclat,0.1,0.9279892444610596,0.33203125
5,Kosarak,FIM Eclat,0.2,0.8940203189849854,0.12890625
5,Kosarak,FIM Eclat,0.3,0.8936777114868164,0.0546875
5,Kosarak,FIM Eclat,0.4,0.8355886936187744,0.0234375
5,Kosarak,FIM Eclat,0.5,0.777388334274292,0.05078125
5,Kosarak,FIM Eclat,0.6,0.7726478576660156,0.0234375
5,Kosarak,FIM Eclat,0.7,0.6646065711975098,0.0234375
5,Kosarak,FIM Eclat,0.8,0.6716470718383789,0.0234375
5,Kosarak,FIM Eclat,0.9,0.6632611751556396,0.06640625
5,Chess,My Eclat,0.7,3.411402463912964,39.19140625
5,Chess,My Eclat,0.8,0.608098030090332,13.15234375
5,Chess,My Eclat,0.9,0.06596803665161133,0.02734375
5,Chess,My Postdiffset,0.7,0.8486695289611816,307.69921875
5,Chess,My Postdiffset,0.8,0.09044051170349121,1.73828125
5,Chess,My Postdiffset,0.9,0.02823162078857422,0.03515625
5,Chess,My Adv. Eclat,0.7,0.10123801231384277,21.4140625
5,Chess,My Adv. Eclat,0.8,0.033368587493896484,0.03125
5,Chess,My Adv. Eclat,0.9,0.011279821395874023,0.0234375
5,Chess,FIM Apriori,0.7,0.07457518577575684,2.4765625
5,Chess,FIM Apriori,0.8,0.0236663818359375,0.03515625
5,Chess,FIM Apriori,0.9,0.004151344299316406,0.0234375
5,Chess,FIM Eclat,0.7,0.028123855590820312,0.15234375
5,Chess,FIM Eclat,0.8,0.018970727920532227,0.0234375
5,Chess,FIM Eclat,0.9,0.0039784908294677734,0.0234375
5,Mushrooms,My Eclat,0.7,0.03662538528442383,3.01171875
5,Mushrooms,My Eclat,0.8,0.03251051902770996,0.0234375
5,Mushrooms,My Eclat,0.9,0.03250002861022949,0.0234375
5,Mushrooms,My Postdiffset,0.7,0.03269243240356445,0.0234375
5,Mushrooms,My Postdiffset,0.8,0.032103538513183594,0.0234375
5,Mushrooms,My Postdiffset,0.9,0.03174996376037598,0.0234375
5,Mushrooms,My Adv. Eclat,0.7,0.018514394760131836,0.0234375
5,Mushrooms,My Adv. Eclat,0.8,0.018243789672851562,0.0234375
5,Mushrooms,My Adv. Eclat,0.9,0.01827549934387207,0.0234375
5,Mushrooms,FIM Apriori,0.7,0.006898164749145508,0.0234375
5,Mushrooms,FIM Apriori,0.8,0.0066280364990234375,0.0234375
5,Mushrooms,FIM Apriori,0.9,0.00809478759765625,0.0234375
5,Mushrooms,FIM Eclat,0.7,0.00681614875793457,0.0234375
5,Mushrooms,FIM Eclat,0.8,0.006637096405029297,0.0234375
5,Mushrooms,FIM Eclat,0.9,0.006673336029052734,0.0234375
6,Retail,My Eclat,0.1,0.2982513904571533,31.29296875
6,Retail,My Eclat,0.2,0.2926950454711914,8.875
6,Retail,My Eclat,0.3,0.2850914001464844,8.859375
6,Retail,My Eclat,0.4,0.29319190979003906,8.8671875
6,Retail,My Eclat,0.5,0.2903902530670166,8.8359375
6,Retail,My Eclat,0.6,0.2864871025085449,8.9375
6,Retail,My Eclat,0.7,0.2881779670715332,9.00390625
6,Retail,My Eclat,0.8,0.28458428382873535,9.04296875
6,Retail,My Eclat,0.9,0.28642988204956055,8.8046875
6,Retail,My Postdiffset,0.1,0.3048272132873535,9.00390625
6,Retail,My Postdiffset,0.2,0.28847551345825195,8.9140625
6,Retail,My Postdiffset,0.3,0.28598928451538086,9.1875
6,Retail,My Postdiffset,0.4,0.32085251808166504,9.109375
6,Retail,My Postdiffset,0.5,0.2853541374206543,9.02734375
6,Retail,My Postdiffset,0.6,0.2900502681732178,9.03125
6,Retail,My Postdiffset,0.7,0.2858915328979492,8.859375
6,Retail,My Postdiffset,0.8,0.2854499816894531,8.8984375
6,Retail,My Postdiffset,0.9,0.28905153274536133,8.9296875
6,Retail,My Adv. Eclat,0.1,0.281174898147583,145.8984375
6,Retail,My Adv. Eclat,0.2,0.24066710472106934,0.09765625
6,Retail,My Adv. Eclat,0.3,0.23929119110107422,0.078125
6,Retail,My Adv. Eclat,0.4,0.2452254295349121,0.02734375
6,Retail,My Adv. Eclat,0.5,0.24512648582458496,0.02734375
6,Retail,My Adv. Eclat,0.6,0.24243927001953125,0.02734375
6,Retail,My Adv. Eclat,0.7,0.2475275993347168,0.02734375
6,Retail,My Adv. Eclat,0.8,0.23965668678283691,0.02734375
6,Retail,My Adv. Eclat,0.9,0.24051928520202637,0.02734375
6,Retail,FIM Apriori,0.1,0.10581612586975098,1.890625
6,Retail,FIM Apriori,0.2,0.0780785083770752,0.03515625
6,Retail,FIM Apriori,0.3,0.10002303123474121,0.03125
6,Retail,FIM Apriori,0.4,0.07651901245117188,0.03125
6,Retail,FIM Apriori,0.5,0.07595539093017578,0.03515625
6,Retail,FIM Apriori,0.6,0.07396292686462402,0.0234375
6,Retail,FIM Apriori,0.7,0.07385897636413574,0.46484375
6,Retail,FIM Apriori,0.8,0.0737452507019043,0.16796875
6,Retail,FIM Apriori,0.9,0.07464861869812012,0.0234375
6,Retail,FIM Eclat,0.1,0.0774836540222168,0.15234375
6,Retail,FIM Eclat,0.2,0.07712674140930176,0.1796875
6,Retail,FIM Eclat,0.3,0.07562828063964844,0.0234375
6,Retail,FIM Eclat,0.4,0.07571029663085938,0.0234375
6,Retail,FIM Eclat,0.5,0.07478666305541992,0.0234375
6,Retail,FIM Eclat,0.6,0.07470369338989258,0.0234375
6,Retail,FIM Eclat,0.7,0.07428574562072754,0.02734375
6,Retail,FIM Eclat,0.8,0.0731954574584961,0.03125
6,Retail,FIM Eclat,0.9,0.07331967353820801,0.03125
6,Kosarak,My Eclat,0.1,2.9863953590393066,412.78125
6,Kosarak,My Eclat,0.2,2.815652847290039,156.34765625
6,Kosarak,My Eclat,0.3,2.849503517150879,155.765625
6,Kosarak,My Eclat,0.4,2.9478824138641357,147.48828125
6,Kosarak,My Eclat,0.5,2.7816648483276367,139.3828125
6,Kosarak,My Eclat,0.6,2.7796154022216797,139.3828125
6,Kosarak,My Eclat,0.7,2.8212993144989014,139.25390625
6,Kosarak,My Eclat,0.8,2.814363956451416,139.3828125
6,Kosarak,My Eclat,0.9,2.767083168029785,139.3828125
6,Kosarak,My Postdiffset,0.1,2.9376652240753174,159.39453125
6,Kosarak,My Postdiffset,0.2,3.1345198154449463,155.390625
6,Kosarak,My Postdiffset,0.3,2.9137492179870605,155.38671875
6,Kosarak,My Postdiffset,0.4,2.8655078411102295,391.46484375
6,Kosarak,My Postdiffset,0.5,2.735301971435547,139.75
6,Kosarak,My Postdiffset,0.6,2.8050389289855957,139.28515625
6,Kosarak,My Postdiffset,0.7,2.7728586196899414,139.34765625
6,Kosarak,My Postdiffset,0.8,2.767153739929199,139.3828125
6,Kosarak,My Postdiffset,0.9,2.7849555015563965,139.3828125
6,Kosarak,My Adv. Eclat,0.1,5.81493878364563,4648.7734375
6,Kosarak,My Adv. Eclat,0.2,5.747886657714844,4871.0625
6,Kosarak,My Adv. Eclat,0.3,5.829753160476685,4871.3828125
6,Kosarak,My Adv. Eclat,0.4,5.837636232376099,4871.41796875
6,Kosarak,My Adv. Eclat,0.5,5.793118953704834,4871.12890625
6,Kosarak,My Adv. Eclat,0.6,5.8825225830078125,4870.890625
6,Kosarak,My Adv. Eclat,0.7,5.839968681335449,4871.59375
6,Kosarak,My Adv. Eclat,0.8,5.829659461975098,4871.47265625
6,Kosarak,My Adv. Eclat,0.9,5.870057582855225,4871.0703125
6,Kosarak,FIM Apriori,0.1,0.9525089263916016,60.88671875
6,Kosarak,FIM Apriori,0.2,0.8194601535797119,2.16796875
6,Kosarak,FIM Apriori,0.3,0.9013330936431885,0.4765625
6,Kosarak,FIM Apriori,0.4,0.8462944030761719,0.2109375
6,Kosarak,FIM Apriori,0.5,0.7730796337127686,0.0703125
6,Kosarak,FIM Apriori,0.6,0.7693021297454834,0.16015625
6,Kosarak,FIM Apriori,0.7,0.6712672710418701,0.0859375
6,Kosarak,FIM Apriori,0.8,0.6696791648864746,0.1796875
6,Kosarak,FIM Apriori,0.9,0.6625664234161377,0.19140625
6,Kosarak,FIM Eclat,0.1,0.9221158027648926,0.23046875
6,Kosarak,FIM Eclat,0.2,0.9065194129943848,0.14453125
6,Kosarak,FIM Eclat,0.3,0.9197893142700195,0.0625
6,Kosarak,FIM Eclat,0.4,0.8405253887176514,0.03125
6,Kosarak,FIM Eclat,0.5,0.7696433067321777,0.01953125
6,Kosarak,FIM Eclat,0.6,0.7955231666564941,0.02734375
6,Kosarak,FIM Eclat,0.7,0.661257266998291,0.04296875
6,Kosarak,FIM Eclat,0.8,0.6645035743713379,0.0234375
6,Kosarak,FIM Eclat,0.9,0.667921781539917,0.03515625
6,Chess,My Eclat,0.7,3.403007984161377,35.09375
6,Chess,My Eclat,0.8,0.5967228412628174,14.93359375
6,Chess,My Eclat,0.9,0.06592845916748047,0.0234375
6,Chess,My Postdiffset,0.7,0.8390731811523438,304.89453125
6,Chess,My Postdiffset,0.8,0.08388543128967285,7.74609375
6,Chess,My Postdiffset,0.9,0.028261184692382812,0.0234375
6,Chess,My Adv. Eclat,0.7,0.09837555885314941,18.54296875
6,Chess,My Adv. Eclat,0.8,0.033707618713378906,0.03125
6,Chess,My Adv. Eclat,0.9,0.011816263198852539,0.0234375
6,Chess,FIM Apriori,0.7,0.07608580589294434,3.109375
6,Chess,FIM Apriori,0.8,0.02379441261291504,0.0234375
6,Chess,FIM Apriori,0.9,0.004080772399902344,0.0234375
6,Chess,FIM Eclat,0.7,0.02686309814453125,0.48046875
6,Chess,FIM Eclat,0.8,0.019328594207763672,0.0234375
6,Chess,FIM Eclat,0.9,0.0040132999420166016,0.0234375
6,Mushrooms,My Eclat,0.7,0.036916494369506836,6.4609375
6,Mushrooms,My Eclat,0.8,0.032735586166381836,0.0234375
6,Mushrooms,My Eclat,0.9,0.03206491470336914,0.0234375
6,Mushrooms,My Postdiffset,0.7,0.03295183181762695,0.0234375
6,Mushrooms,My Postdiffset,0.8,0.0319366455078125,0.0234375
6,Mushrooms,My Postdiffset,0.9,0.031510353088378906,0.0234375
6,Mushrooms,My Adv. Eclat,0.7,0.018231630325317383,0.0234375
6,Mushrooms,My Adv. Eclat,0.8,0.01897406578063965,0.0234375
6,Mushrooms,My Adv. Eclat,0.9,0.01834249496459961,0.0234375
6,Mushrooms,FIM Apriori,0.7,0.006761074066162109,0.0234375
6,Mushrooms,FIM Apriori,0.8,0.006742715835571289,0.0234375
6,Mushrooms,FIM Apriori,0.9,0.006928443908691406,0.0234375
6,Mushrooms,FIM Eclat,0.7,0.007375478744506836,0.0234375
6,Mushrooms,FIM Eclat,0.8,0.007332563400268555,0.0234375
6,Mushrooms,FIM Eclat,0.9,0.006806135177612305,0.0234375
7,Retail,My Eclat,0.1,0.301624059677124,32.15234375
7,Retail,My Eclat,0.2,0.2969541549682617,8.92578125
7,Retail,My Eclat,0.3,0.29943108558654785,9.0
7,Retail,My Eclat,0.4,0.2900409698486328,8.84375
7,Retail,My Eclat,0.5,0.2872006893157959,8.98828125
7,Retail,My Eclat,0.6,0.28345775604248047,9.171875
7,Retail,My Eclat,0.7,0.2888967990875244,8.7890625
7,Retail,My Eclat,0.8,0.28699159622192383,8.921875
7,Retail,My Eclat,0.9,0.2847483158111572,8.8671875
7,Retail,My Postdiffset,0.1,0.29572534561157227,9.03125
7,Retail,My Postdiffset,0.2,0.34166598320007324,9.03125
7,Retail,My Postdiffset,0.3,0.2896554470062256,8.83203125
7,Retail,My Postdiffset,0.4,0.2885017395019531,8.80859375
7,Retail,My Postdiffset,0.5,0.2855844497680664,8.89453125
7,Retail,My Postdiffset,0.6,0.29061436653137207,8.91796875
7,Retail,My Postdiffset,0.7,0.28746986389160156,9.03125
7,Retail,My Postdiffset,0.8,0.28452634811401367,8.78125
7,Retail,My Postdiffset,0.9,0.2974729537963867,8.9296875
7,Retail,My Adv. Eclat,0.1,0.2778501510620117,145.8515625
7,Retail,My Adv. Eclat,0.2,0.2467043399810791,0.40625
7,Retail,My Adv. Eclat,0.3,0.2466282844543457,0.1015625
7,Retail,My Adv. Eclat,0.4,0.23908233642578125,0.05078125
7,Retail,My Adv. Eclat,0.5,0.24149823188781738,0.02734375
7,Retail,My Adv. Eclat,0.6,0.23763799667358398,0.03515625
7,Retail,My Adv. Eclat,0.7,0.23833703994750977,0.02734375
7,Retail,My Adv. Eclat,0.8,0.24376368522644043,0.02734375
7,Retail,My Adv. Eclat,0.9,0.23748159408569336,0.02734375
7,Retail,FIM Apriori,0.1,0.07803583145141602,1.640625
7,Retail,FIM Apriori,0.2,0.07567191123962402,0.0390625
7,Retail,FIM Apriori,0.3,0.07672405242919922,0.03515625
7,Retail,FIM Apriori,0.4,0.07949328422546387,0.02734375
7,Retail,FIM Apriori,0.5,0.07590436935424805,0.0234375
7,Retail,FIM Apriori,0.6,0.07220149040222168,0.03125
7,Retail,FIM Apriori,0.7,0.07252669334411621,0.1875
7,Retail,FIM Apriori,0.8,0.07231307029724121,0.046875
7,Retail,FIM Apriori,0.9,0.07416605949401855,0.0234375
7,Retail,FIM Eclat,0.1,0.07796835899353027,0.02734375
7,Retail,FIM Eclat,0.2,0.07570648193359375,0.27734375
7,Retail,FIM Eclat,0.3,0.07655119895935059,0.0234375
7,Retail,FIM Eclat,0.4,0.07598519325256348,0.0234375
7,Retail,FIM Eclat,0.5,0.0736691951751709,0.0234375
7,Retail,FIM Eclat,0.6,0.07408595085144043,0.15234375
7,Retail,FIM Eclat,0.7,0.07335567474365234,0.02734375
7,Retail,FIM Eclat,0.8,0.0731201171875,0.0234375
7,Retail,FIM Eclat,0.9,0.08996796607971191,0.03515625
7,Kosarak,My Eclat,0.1,2.964005947113037,417.43359375
7,Kosarak,My Eclat,0.2,2.863293170928955,154.48046875
7,Kosarak,My Eclat,0.3,2.795982599258423,153.4140625
7,Kosarak,My Eclat,0.4,2.989520311355591,145.38671875
7,Kosarak,My Eclat,0.5,2.7804369926452637,373.55859375
7,Kosarak,My Eclat,0.6,2.9952564239501953,137.84765625
7,Kosarak,My Eclat,0.7,2.878488779067993,137.87109375
7,Kosarak,My Eclat,0.8,2.8195011615753174,137.65625
7,Kosarak,My Eclat,0.9,2.8174543380737305,137.28515625
7,Kosarak,My Postdiffset,0.1,2.9032022953033447,157.89453125
7,Kosarak,My Postdiffset,0.2,2.8436920642852783,153.38671875
7,Kosarak,My Postdiffset,0.3,2.933901071548462,401.36328125
7,Kosarak,My Postdiffset,0.4,2.870004415512085,145.90234375
7,Kosarak,My Postdiffset,0.5,2.8246586322784424,137.65625
7,Kosarak,My Postdiffset,0.6,2.9057023525238037,137.71875
7,Kosarak,My Postdiffset,0.7,3.042686939239502,137.34765625
7,Kosarak,My Postdiffset,0.8,2.9074106216430664,137.1953125
7,Kosarak,My Postdiffset,0.9,2.888331651687622,137.3203125
7,Kosarak,My Adv. Eclat,0.1,6.0220184326171875,4868.35546875
7,Kosarak,My Adv. Eclat,0.2,6.333516597747803,4871.6171875
7,Kosarak,My Adv. Eclat,0.3,5.981914281845093,4871.6171875
7,Kosarak,My Adv. Eclat,0.4,5.983379364013672,4871.59375
7,Kosarak,My Adv. Eclat,0.5,6.069485664367676,4871.60546875
7,Kosarak,My Adv. Eclat,0.6,6.057088136672974,4871.359375
7,Kosarak,My Adv. Eclat,0.7,5.97075629234314,4870.953125
7,Kosarak,My Adv. Eclat,0.8,5.934462308883667,4870.69921875
7,Kosarak,My Adv. Eclat,0.9,6.01147985458374,4871.3359375
7,Kosarak,FIM Apriori,0.1,0.9764060974121094,60.80078125
7,Kosarak,FIM Apriori,0.2,0.9894156455993652,1.88671875
7,Kosarak,FIM Apriori,0.3,0.9407081604003906,0.5546875
7,Kosarak,FIM Apriori,0.4,0.860755443572998,0.33984375
7,Kosarak,FIM Apriori,0.5,0.7835042476654053,0.1484375
7,Kosarak,FIM Apriori,0.6,0.8045148849487305,0.05078125
7,Kosarak,FIM Apriori,0.7,0.6824784278869629,0.0859375
7,Kosarak,FIM Apriori,0.8,0.7325503826141357,0.23828125
7,Kosarak,FIM Apriori,0.9,0.7845971584320068,0.20703125
7,Kosarak,FIM Eclat,0.1,0.9456169605255127,0.02734375
7,Kosarak,FIM Eclat,0.2,0.8890523910522461,0.0703125
7,Kosarak,FIM Eclat,0.3,0.8764631748199463,0.1015625
7,Kosarak,FIM Eclat,0.4,0.9296519756317139,0.06640625
7,Kosarak,FIM Eclat,0.5,0.9820189476013184,0.0234375
7,Kosarak,FIM Eclat,0.6,0.8854598999023438,0.0234375
7,Kosarak,FIM Eclat,0.7,0.6994857788085938,0.0625
7,Kosarak,FIM Eclat,0.8,0.704730749130249,0.0234375
7,Kosarak,FIM Eclat,0.9,0.6722536087036133,0.18359375
7,Chess,My Eclat,0.7,3.4402968883514404,31.71875
7,Chess,My Eclat,0.8,0.6004922389984131,12.875
7,Chess,My Eclat,0.9,0.0674896240234375,9.75390625
7,Chess,My Postdiffset,0.7,0.8295018672943115,303.078125
7,Chess,My Postdiffset,0.8,0.08248281478881836,0.38671875
7,Chess,My Postdiffset,0.9,0.028101205825805664,0.0234375
7,Chess,My Adv. Eclat,0.7,0.09858250617980957,15.625
7,Chess,My Adv. Eclat,0.8,0.033774375915527344,0.03125
7,Chess,My Adv. Eclat,0.9,0.011329174041748047,0.0234375
7,Chess,FIM Apriori,0.7,0.0758829116821289,2.58984375
7,Chess,FIM Apriori,0.8,0.023479223251342773,0.0234375
7,Chess,FIM Apriori,0.9,0.005254507064819336,0.01953125
7,Chess,FIM Eclat,0.7,0.029993772506713867,0.15234375
